id,from_id,date,text,post_id,owner_id,parents_stack,likes.can_like,likes.count,likes.user_likes,likes.can_publish,thread.count,thread.items,thread.can_post,thread.show_reply_button,attachments,deleted,thread.groups_can_post,reply_to_user,reply_to_comment,text_for_sentiment,sentiment_analysis_value,sentiment_analysis_score
11805988,165021491,1677679705,че писать тема,11805916.0,-59780149.0,[],1.0,1.0,0.0,1.0,0.0,[],True,True,,,,,,чё писать по теме,NEGATIVE,0.7514753937721252
11805989,59924813,1677679706,тема алый ...,11805916.0,-59780149.0,[],1.0,1.0,0.0,1.0,0.0,[],True,True,,,,,,потому что не по теме ало,NEUTRAL,0.8298799395561218
11805990,781634109,1677679708,обычно пара слово тема каждый свое,11805916.0,-59780149.0,[],1.0,2.0,0.0,1.0,0.0,[],True,True,,,,,,как обычно пару слов по теме потом каждый о своём,NEUTRAL,0.8275201916694641
11805993,448774202,1677679726,тема первый написать оставлять,11805916.0,-59780149.0,[],1.0,1.0,0.0,1.0,0.0,[],True,True,,,,,,темы же нет вот я первая по тебе написала и мой оставили 🤣,POSITIVE,0.8407321572303772
11805997,59924813,1677679774,бармен наливать ... чай сегодня добрый ...,11805916.0,-59780149.0,[],1.0,4.0,0.0,1.0,0.0,[],True,True,,,,,,бармен налей всем от менячаю всем сегодня добрый я,NEUTRAL,0.8235158920288086
11806005,574266478,1677679837,че тема совет спрашивать,11805916.0,-59780149.0,[],1.0,2.0,0.0,1.0,0.0,[],True,True,,,,,,а че там по теме совет ведь не спрашивают,NEUTRAL,0.8303424119949341
11806006,493494091,1677679843,икать,11805916.0,-59780149.0,[],1.0,1.0,0.0,1.0,0.0,[],True,True,,,,,,икай теперь,NEUTRAL,0.5477545857429504
11806007,574266478,1677679864,зеленый дорога велосипедистка,11805916.0,-59780149.0,[],1.0,3.0,0.0,1.0,1.0,"[{'id': 11806020, 'from_id': 695636723, 'date': 1677680207, 'text': '[id574266478|Альби], мерси 💙', 'post_id': 11805916, 'owner_id': -59780149, 'parents_stack': [11806007], 'likes': {'can_like': 1, 'count': 1, 'user_likes': 0, 'can_publish': 1}, 'reply_to_user': 574266478, 'reply_to_comment': 11806007}]",True,True,,,,,,зелёной дороги велосипедистке ✋,NEUTRAL,0.8249116539955139
11806008,451855293,1677679888,комментировать,11805916.0,-59780149.0,[],1.0,1.0,0.0,1.0,0.0,[],True,True,,,,,,как это комментировать,NEUTRAL,0.8309682607650757
11806011,448774202,1677679902,посмеяться,11805916.0,-59780149.0,[],1.0,4.0,0.0,1.0,0.0,[],True,True,,,,,,посмеяться,NEUTRAL,0.7983600497245789
11806012,474500696,1677679995,понимать встречать дедушка велосипедист показывать v,11805916.0,-59780149.0,[],1.0,0.0,0.0,1.0,0.0,[],True,True,,,,,,а как понять если встретила дедушку велосипедиста и он показал v,NEGATIVE,0.47811779379844666
11806013,290189663,1677680006,пакетик толпа,11805916.0,-59780149.0,[],1.0,0.0,0.0,1.0,0.0,[],True,True,,,,,,один пакетик на толпу,NEGATIVE,0.7514676451683044
11806017,778384895,1677680093,обижаться,11805916.0,-59780149.0,[],1.0,0.0,0.0,1.0,0.0,[],True,True,,,,,,на меня не обижайтесь,POSITIVE,0.8956874012947083
11806018,641346373,1677680101,смелый автор,11805916.0,-59780149.0,[],1.0,1.0,0.0,1.0,4.0,"[{'id': 11806022, 'from_id': 695636723, 'date': 1677680267, 'text': '', 'post_id': 11805916, 'owner_id': -59780149, 'parents_stack': [11806018], 'attachments': [{'type': 'sticker', 'sticker': {'sticker_id': 73599, 'product_id': 1554, 'images': [{'url': 'https://sun1-91.userapi.com/y5Q3NymzkJzWEDlFSdMkX0qwTirqRLiWGL-YbQ/jlYLf-pku_c.png', 'width': 64, 'height': 64}, {'url': 'https://sun1-91.userapi.com/y5Q3NymzkJzWEDlFSdMkX0qwTirqRLiWGL-YbQ/jlYLf-pku_c.png', 'width': 128, 'height': 128}, {'url': 'https://sun1-91.userapi.com/y5Q3NymzkJzWEDlFSdMkX0qwTirqRLiWGL-YbQ/jlYLf-pku_c.png', 'width': 256, 'height': 256}, {'url': 'https://sun1-88.userapi.com/aZNORRDJQYQJtHlJMQOHDP8jPz7XpDTp7bMCXQ/DtbOHJ025BI.png', 'width': 352, 'height': 352}, {'url': 'https://sun1-88.userapi.com/aZNORRDJQYQJtHlJMQOHDP8jPz7XpDTp7bMCXQ/DtbOHJ025BI.png', 'width': 512, 'height': 512}], 'images_with_background': [{'url': 'https://sun1-86.userapi.com/DS9EDnhH-5Kzii0NJAKRWPChhgta3bS-OKJt4Q/cyIuiESY-ow.png', 'width': 64, 'height': 64}, {'url': 'https://sun1-86.userapi.com/DS9EDnhH-5Kzii0NJAKRWPChhgta3bS-OKJt4Q/cyIuiESY-ow.png', 'width': 128, 'height': 128}, {'url': 'https://sun1-86.userapi.com/DS9EDnhH-5Kzii0NJAKRWPChhgta3bS-OKJt4Q/cyIuiESY-ow.png', 'width': 256, 'height': 256}, {'url': 'https://sun1-13.userapi.com/yCMttQzqTM-E4a_Z8V4f3TWhu2VUGNPM8mQ5xg/B7--HZ6duDk.png', 'width': 352, 'height': 352}, {'url': 'https://sun1-13.userapi.com/yCMttQzqTM-E4a_Z8V4f3TWhu2VUGNPM8mQ5xg/B7--HZ6duDk.png', 'width': 512, 'height': 512}], 'is_allowed': True, 'render': {'id': '45987c5fd080c26319dfc536ae8515db', 'images': [{'url': 'https://sun1-86.userapi.com/DS9EDnhH-5Kzii0NJAKRWPChhgta3bS-OKJt4Q/cyIuiESY-ow.png', 'width': 256, 'height': 256, 'theme': 'dark'}, {'url': 'https://sun1-91.userapi.com/y5Q3NymzkJzWEDlFSdMkX0qwTirqRLiWGL-YbQ/jlYLf-pku_c.png', 'width': 256, 'height': 256, 'theme': 'light'}, {'url': 'https://sun1-88.userapi.com/aZNORRDJQYQJtHlJMQOHDP8jPz7XpDTp7bMCXQ/DtbOHJ025BI.png', 'width': 512, 'height': 512, 'theme': 'light'}, {'url': 'https://sun1-13.userapi.com/yCMttQzqTM-E4a_Z8V4f3TWhu2VUGNPM8mQ5xg/B7--HZ6duDk.png', 'width': 512, 'height': 512, 'theme': 'dark'}], 'is_stub': False, 'is_rendering': False}, 'vmoji': {'character_id': 'cead45a181dbee2010e471d292392d76'}}}], 'likes': {'can_like': 1, 'count': 1, 'user_likes': 0, 'can_publish': 1}, 'reply_to_user': 641346373, 'reply_to_comment': 11806018}, {'id': 11806113, 'from_id': 641346373, 'date': 1677684044, 'text': '[id695636723|Ярослава], я и не знала что ты из Кизляра , я тоже рядом живу.', 'post_id': 11805916, 'owner_id': -59780149, 'parents_stack': [11806018], 'likes': {'can_like': 1, 'count': 0, 'user_likes': 0, 'can_publish': 1}, 'reply_to_user': 695636723, 'reply_to_comment': 11806022}, {'id': 11806133, 'from_id': 695636723, 'date': 1677684303, 'text': '[id641346373|Faina], я в самом городе живу)', 'post_id': 11805916, 'owner_id': -59780149, 'parents_stack': [11806018], 'likes': {'can_like': 1, 'count': 0, 'user_likes': 0, 'can_publish': 1}, 'reply_to_user': 641346373, 'reply_to_comment': 11806113}, {'id': 11806139, 'from_id': 641346373, 'date': 1677684338, 'text': 'Да , я поняла)', 'post_id': 11805916, 'owner_id': -59780149, 'parents_stack': [11806018], 'likes': {'can_like': 1, 'count': 0, 'user_likes': 0, 'can_publish': 1}, 'reply_to_user': 695636723, 'reply_to_comment': 11806133}]",True,True,,,,,,ты смелая автор,POSITIVE,0.5903266072273254
11806024,731096264,1677680336,видеть велик девушка хиджаб,11805916.0,-59780149.0,[],1.0,1.0,0.0,1.0,1.0,"[{'id': 11806028, 'from_id': 695636723, 'date': 1677680509, 'text': '[id731096264|Linda], могу показать 😂', 'post_id': 11805916, 'owner_id': -59780149, 'parents_stack': [11806024], 'likes': {'can_like': 1, 'count': 0, 'user_likes': 0, 'can_publish': 1}, 'reply_to_user': 731096264, 'reply_to_comment': 11806024}]",True,True,,,,,,никогда не видела на велике девушку в хиджабе,NEUTRAL,0.8270188570022583
11806026,756034795,1677680461,сегодня день скачкек барьер главное количество админ качество пост,11805916.0,-59780149.0,[],1.0,0.0,0.0,1.0,1.0,"[{'id': 11806076, 'from_id': 333396706, 'date': 1677682993, 'text': '[id756034795|Dai], присылай качественные посты', 'post_id': 11805916, 'owner_id': -59780149, 'parents_stack': [11806026], 'likes': {'can_like': 1, 'count': 0, 'user_likes': 0, 'can_publish': 1}, 'reply_to_user': 756034795, 'reply_to_comment': 11806026}]",True,True,,,,,,сегодня день скачкек с барьерами главное не количество админ а качество тем постов,NEUTRAL,0.8189262747764587
11806056,429148031,1677681436,ой велосипед,11805916.0,-59780149.0,[],1.0,0.0,0.0,1.0,0.0,[],True,True,,,,,,ойкак я хочу велосипед,NEGATIVE,0.7515522837638855
11806058,59924813,1677681685,очень интересно конец ...,11805916.0,-59780149.0,[],1.0,0.0,0.0,1.0,0.0,[],True,True,,,,,,очень интересно что будет в конце,NEUTRAL,0.805590808391571
11806060,59924813,1677681713,таксист идиот ... догонялки играть ...,11805916.0,-59780149.0,[],1.0,0.0,0.0,1.0,2.0,"[{'id': 11806064, 'from_id': 512849073, 'date': 1677682508, 'text': '[id59924813|Варвара], по шее дай да ему , он просто в восторге от тебя', 'post_id': 11805916, 'owner_id': -59780149, 'parents_stack': [11806060], 'likes': {'can_like': 1, 'count': 0, 'user_likes': 0, 'can_publish': 1}, 'reply_to_user': 59924813, 'reply_to_comment': 11806060}, {'id': 11806065, 'from_id': 59924813, 'date': 1677682536, 'text': '[id512849073|Руслан], я его поругала...', 'post_id': 11805916, 'owner_id': -59780149, 'parents_stack': [11806060], 'likes': {'can_like': 1, 'count': 1, 'user_likes': 0, 'can_publish': 1}, 'reply_to_user': 512849073, 'reply_to_comment': 11806064}]",True,True,,,,,,таксист такой идиотначал в догонялки играть,NEUTRAL,0.823212206363678
11806061,366884372,1677681853,писать твой лево право стыдно покрывать девушка велик гонять,11805916.0,-59780149.0,[],1.0,0.0,0.0,1.0,1.0,"[{'id': 11806070, 'from_id': 695636723, 'date': 1677682832, 'text': '[id366884372|Лейла], ещё не писали, жду 😃', 'post_id': 11805916, 'owner_id': -59780149, 'parents_stack': [11806061], 'likes': {'can_like': 1, 'count': 0, 'user_likes': 0, 'can_publish': 1}, 'reply_to_user': 366884372, 'reply_to_comment': 11806061}]",True,True,,,,,,уже писали твою ж лево на право как тебе не стыдно покрытая девушка на велике гонять,NEUTRAL,0.8148525357246399
11806063,432726649,1677682183,рад автор инф жить смочь,11805916.0,-59780149.0,[],1.0,4.0,0.0,1.0,0.0,[],True,True,,,,,,как мы рады за вас автор мы бы без этой инфы жить не смогли,NEGATIVE,0.7512328028678894
11806066,777983958,1677682640,пост,11805916.0,-59780149.0,[],1.0,0.0,0.0,1.0,0.0,[],True,True,,,,,,о чём пост,NEUTRAL,0.827541172504425
11806069,739884381,1677682802,смело,11805916.0,-59780149.0,[],1.0,0.0,0.0,1.0,0.0,[],True,True,,,,,,смело 😺,POSITIVE,0.9769594073295593
11806085,674692572,1677683315,позорить,11805916.0,-59780149.0,[],1.0,1.0,0.0,1.0,0.0,[],True,True,,,,,,как ты могла ты позоришь всех,NEGATIVE,0.7515244483947754
11806196,777364941,1677685080,пост тинто брасс,11805916.0,-59780149.0,[],1.0,0.0,0.0,1.0,0.0,[],True,True,,,,,,пост тинто брасса,NEUTRAL,0.8298294544219971
11806227,585813559,1677686247,очень любить кататься велик ощущение свобода полет ... светить солнце зелень крутить педалиии )) ммм,11805916.0,-59780149.0,[],1.0,2.0,0.0,1.0,2.0,"[{'id': 11807438, 'from_id': 674692572, 'date': 1677700150, 'text': '[id585813559|Фарида], позор', 'post_id': 11805916, 'owner_id': -59780149, 'parents_stack': [11806227], 'likes': {'can_like': 1, 'count': 0, 'user_likes': 0, 'can_publish': 1}, 'reply_to_user': 585813559, 'reply_to_comment': 11806227}, {'id': 11808409, 'from_id': 585813559, 'date': 1677722274, 'text': '[id674692572|Леван], вай вай))', 'post_id': 11805916, 'owner_id': -59780149, 'parents_stack': [11806227], 'likes': {'can_like': 1, 'count': 0, 'user_likes': 0, 'can_publish': 1}, 'reply_to_user': 674692572, 'reply_to_comment': 11807438}]",True,True,,,,,,очень люблю кататься на велике ощущение свободы полета что ли светит солнце зелень а ты крутишь педалиииммм,POSITIVE,0.8178566098213196
11807105,535151884,1677697421,смысл дагестан женщина кататься велосипед ???,11805916.0,-59780149.0,[],1.0,0.0,0.0,1.0,0.0,[],True,True,,,,,,в смысле а что в дагестане женщины не катаются на велосипеде,NEUTRAL,0.8261580467224121
9162813,467672734,1626184994,целый мать,9162800.0,-59780149.0,[],1.0,0.0,0.0,1.0,0.0,[],True,True,,,,,,целая мать🤔,NEUTRAL,0.46543624997138977
9162814,588401619,1626184999,целый вроде хороший бояться подпускать зулик становиться называть,9162800.0,-59780149.0,[],1.0,0.0,0.0,1.0,0.0,[],True,True,,,,,,в целом вроде всё было хорошо но она боялась подпустить зулика как она уже стала его называть,POSITIVE,0.8719373941421509
9162816,540010478,1626185024,ничто сравнение ссора пэдешник … предел дагестан вообще б просто наезжать,9162800.0,-59780149.0,[],1.0,1.0,0.0,1.0,0.0,[],True,True,,,,,,это ничего по сравнению как ссора между пэдешниками…                         а если ты за пределами дагестана то вообще без б просто наедут😂,POSITIVE,0.9665741324424744
9162822,588401619,1626185106,смущать старый год жить бабаюртовский район,9162800.0,-59780149.0,[],1.0,0.0,0.0,1.0,0.0,[],True,True,,,,,,её смущало даже не то что он старше неё на  лет а то что он живёт в бабаюртовском районе,NEUTRAL,0.8224916458129883
9162824,227239364,1626185116,фейк,9162800.0,-59780149.0,[],1.0,1.0,0.0,1.0,0.0,[],True,True,"[{'type': 'photo', 'photo': {'album_id': -8, 'date': 1626185116, 'id': 457781756, 'owner_id': -59780149, 'access_key': '1166c33663b46be330', 'sizes': [{'height': 130, 'type': 'm', 'width': 61, 'url': 'https://sun9-13.userapi.com/impg/vPeYDqhjwqtXa80g8uY2GMYrzajGW0l-2iPkcg/s-lJvJh6qoY.jpg?size=61x130&quality=96&sign=4b5eeea3a2237d6f4eeb8e1818ad477e&c_uniq_tag=OZ1k5LPqqogtH3mVwp4VLXLTvhQxkaGnT5MIiGqyIio&type=album'}, {'height': 275, 'type': 'o', 'width': 130, 'url': 'https://sun9-13.userapi.com/impg/vPeYDqhjwqtXa80g8uY2GMYrzajGW0l-2iPkcg/s-lJvJh6qoY.jpg?size=130x275&quality=96&sign=6d0f5f554a1664a23801f3f6c5beeb1f&c_uniq_tag=D0yiOrR739uJsqROsB_EiIAKsvSky7uVPEoc0IrLv88&type=album'}, {'height': 423, 'type': 'p', 'width': 200, 'url': 'https://sun9-13.userapi.com/impg/vPeYDqhjwqtXa80g8uY2GMYrzajGW0l-2iPkcg/s-lJvJh6qoY.jpg?size=200x423&quality=96&sign=1405f596ea3224c3011880851f5e228e&c_uniq_tag=y73252pZ7WCrmhCKoB8Lc5Xcm4NzsOmv7AyofW2QEoY&type=album'}, {'height': 676, 'type': 'q', 'width': 320, 'url': 'https://sun9-13.userapi.com/impg/vPeYDqhjwqtXa80g8uY2GMYrzajGW0l-2iPkcg/s-lJvJh6qoY.jpg?size=320x676&quality=96&sign=a606a1abe28bee5ef6f3d0c67429d51d&c_uniq_tag=3bd-1t0AJ9ZgqSR_DvnQVT1C78dDycCyaIMu9k9acPA&type=album'}, {'height': 900, 'type': 'r', 'width': 510, 'url': 'https://sun9-13.userapi.com/impg/vPeYDqhjwqtXa80g8uY2GMYrzajGW0l-2iPkcg/s-lJvJh6qoY.jpg?size=510x900&quality=96&crop=0,0,757,1336&sign=18716549fa5f1db45d0ba5231f8547ad&c_uniq_tag=jOh2NdlpnGqyhgNP_jp3A5qD2jRYZ5B8OWs1LcIgB8s&type=album'}, {'height': 75, 'type': 's', 'width': 35, 'url': 'https://sun9-13.userapi.com/impg/vPeYDqhjwqtXa80g8uY2GMYrzajGW0l-2iPkcg/s-lJvJh6qoY.jpg?size=35x75&quality=96&sign=e94cb4de47fa22306ce51b37372feb05&c_uniq_tag=n6_THxNDGtmpclLHW5rex5JyLdWEkhF2eSiR8-1iD_o&type=album'}, {'height': 1600, 'type': 'w', 'width': 757, 'url': 'https://sun9-13.userapi.com/impg/vPeYDqhjwqtXa80g8uY2GMYrzajGW0l-2iPkcg/s-lJvJh6qoY.jpg?size=757x1600&quality=96&sign=1d96758a8282ece63768a0d940c82c65&c_uniq_tag=0YIIgwrDS7efe3aFmSS3unDGgqVMpeszEe6a0dSjeaU&type=album'}, {'height': 604, 'type': 'x', 'width': 286, 'url': 'https://sun9-13.userapi.com/impg/vPeYDqhjwqtXa80g8uY2GMYrzajGW0l-2iPkcg/s-lJvJh6qoY.jpg?size=286x604&quality=96&sign=d45e8facfa854e65f63eca54ddcd3080&c_uniq_tag=b08BX060-jvWEESbHlDhR38Ci8URB4lsFOxHz4cMVx8&type=album'}, {'height': 807, 'type': 'y', 'width': 382, 'url': 'https://sun9-13.userapi.com/impg/vPeYDqhjwqtXa80g8uY2GMYrzajGW0l-2iPkcg/s-lJvJh6qoY.jpg?size=382x807&quality=96&sign=83d9efab763a69c996dcad3d96a009b2&c_uniq_tag=5uj-U0hzZOZUWc-1L2tMvMqJno7cf964XgC05irUATA&type=album'}, {'height': 1080, 'type': 'z', 'width': 511, 'url': 'https://sun9-13.userapi.com/impg/vPeYDqhjwqtXa80g8uY2GMYrzajGW0l-2iPkcg/s-lJvJh6qoY.jpg?size=511x1080&quality=96&sign=982151895c128016cbabe473808186c4&c_uniq_tag=1lB7dreBiHjOSfuQCeWZde5tuXwxky0tOpJwhwlRjLU&type=album'}], 'text': '', 'user_id': 227239364, 'has_tags': False}}, {'type': 'photo', 'photo': {'album_id': -8, 'date': 1626185116, 'id': 457781757, 'owner_id': -59780149, 'access_key': '4ec33173117a59945a', 'sizes': [{'height': 130, 'type': 'm', 'width': 61, 'url': 'https://sun9-43.userapi.com/impg/Nh4ge48PZpiWluTtN7LILlByfWic0PHHF7exyA/b8jbEWU5P7g.jpg?size=61x130&quality=96&sign=3d021668109c571e005686fe508fe179&c_uniq_tag=V8P0EIJgCoagpYbDXvbDHBgnDXGoCUGuyQTmSx_8yvk&type=album'}, {'height': 275, 'type': 'o', 'width': 130, 'url': 'https://sun9-43.userapi.com/impg/Nh4ge48PZpiWluTtN7LILlByfWic0PHHF7exyA/b8jbEWU5P7g.jpg?size=130x275&quality=96&sign=51e75abd11316e961c5bba23d0273bc2&c_uniq_tag=c80R1HJnM7BmQ9tb-h8iEP4kUF2flCXl7jLST6Exr4M&type=album'}, {'height': 423, 'type': 'p', 'width': 200, 'url': 'https://sun9-43.userapi.com/impg/Nh4ge48PZpiWluTtN7LILlByfWic0PHHF7exyA/b8jbEWU5P7g.jpg?size=200x423&quality=96&sign=312b00f135ae59f893b64210eb94e56b&c_uniq_tag=Qdd4K55LAgvQCmpiagMFSN7OwZ5U1vPHpl8MWHVdMXs&type=album'}, {'height': 676, 'type': 'q', 'width': 320, 'url': 'https://sun9-43.userapi.com/impg/Nh4ge48PZpiWluTtN7LILlByfWic0PHHF7exyA/b8jbEWU5P7g.jpg?size=320x676&quality=96&sign=79887eafd3aa5231626d45a01f587b23&c_uniq_tag=Zy7RwGwSvNAs3SgNoi59VAbxT4zd5fy0bEXcWlWsBhI&type=album'}, {'height': 900, 'type': 'r', 'width': 510, 'url': 'https://sun9-43.userapi.com/impg/Nh4ge48PZpiWluTtN7LILlByfWic0PHHF7exyA/b8jbEWU5P7g.jpg?size=510x900&quality=96&crop=0,0,757,1336&sign=da8fb5315af2653026863d1bc9e00d93&c_uniq_tag=eclDJnLfAucEE_CdE7tPQoCvaGwlYzqLUBsKzQ_UF28&type=album'}, {'height': 75, 'type': 's', 'width': 35, 'url': 'https://sun9-43.userapi.com/impg/Nh4ge48PZpiWluTtN7LILlByfWic0PHHF7exyA/b8jbEWU5P7g.jpg?size=35x75&quality=96&sign=3e37214805139fd7a6c05a3e9361ed92&c_uniq_tag=0yJ--YaO-mJFi6hxQDSpNF-gcnK794Qd58zH47NrRWs&type=album'}, {'height': 1600, 'type': 'w', 'width': 757, 'url': 'https://sun9-43.userapi.com/impg/Nh4ge48PZpiWluTtN7LILlByfWic0PHHF7exyA/b8jbEWU5P7g.jpg?size=757x1600&quality=96&sign=f668fcbcd3aaa7bba459cd60f2ad9b59&c_uniq_tag=fQeSPkpfVd-ngjdNJ4AdSbJ1bnTsGD4m82-DpmzstuQ&type=album'}, {'height': 604, 'type': 'x', 'width': 286, 'url': 'https://sun9-43.userapi.com/impg/Nh4ge48PZpiWluTtN7LILlByfWic0PHHF7exyA/b8jbEWU5P7g.jpg?size=286x604&quality=96&sign=156fdf83314261949394b7009877905a&c_uniq_tag=JM-x-PyKDkS_tgyR6jWZT39_FIdcu5cCo8eqM7frDoA&type=album'}, {'height': 807, 'type': 'y', 'width': 382, 'url': 'https://sun9-43.userapi.com/impg/Nh4ge48PZpiWluTtN7LILlByfWic0PHHF7exyA/b8jbEWU5P7g.jpg?size=382x807&quality=96&sign=dffde6ef0167623acaf52411696205b2&c_uniq_tag=qtLTtAiwKD_TQhB-ivXq5aeymuvZ7nS-ao3al80TDqM&type=album'}, {'height': 1080, 'type': 'z', 'width': 511, 'url': 'https://sun9-43.userapi.com/impg/Nh4ge48PZpiWluTtN7LILlByfWic0PHHF7exyA/b8jbEWU5P7g.jpg?size=511x1080&quality=96&sign=85a26ef5ea413438597fce5c8947ea0f&c_uniq_tag=phxcgyGVu44AzwEAKsldaTS5DclaLx_7ZWm28WKpez0&type=album'}], 'text': '', 'user_id': 227239364, 'has_tags': False}}]",,,,,фейк,NEUTRAL,0.8218020796775818
9162828,562685735,1626185144,лень читать апатия пост,9162800.0,-59780149.0,[],1.0,0.0,0.0,1.0,0.0,[],True,True,,,,,,так лень читать апатия такая о чем пост,NEGATIVE,0.7516627907752991
9162833,588401619,1626185202,иначе сердце понимать разум приказывать поддаваться дуновение чувство сказать ночной переписка заветный угу,9162800.0,-59780149.0,[],1.0,0.0,0.0,1.0,0.0,[],True,True,,,,,,так или иначе её сердце понимало что разум не прикажет и она поддалась дуновению чувств и сказала ему в ночной переписке заветное угу,NEUTRAL,0.7516946792602539
9162834,663530781,1626185203,колесо снимать пешком ездить,9162800.0,-59780149.0,[],1.0,2.0,0.0,1.0,0.0,[],True,True,,,,,,надо было ещё колеса снять чтоб пешком ездил,NEUTRAL,0.8302385807037354
9162837,489973829,1626185250,мура вацка давать перекур,9162800.0,-59780149.0,[],1.0,1.0,0.0,1.0,0.0,[],True,True,,,,,,мура вацок давай перекур🤣,POSITIVE,0.9407029747962952
9162841,621316439,1626185267,казаться пешеход слишком право никакой обязанность ?!,9162800.0,-59780149.0,[],1.0,0.0,0.0,1.0,0.0,[],True,True,,,,,,вам не кажется что у пешеходов слишком много прав и никаких обязанностей🧐,POSITIVE,0.8672405481338501
9162843,588401619,1626185291,зулпашар сырец понимать ход зависеть открытый отправлять гс длинный минута,9162800.0,-59780149.0,[],1.0,0.0,0.0,1.0,0.0,[],True,True,,,,,,зулпашар тоже был не какой то там сырец понимая что теперь его ход и всё зависит от него он в открытую отправил гс длинною в  минут,NEUTRAL,0.5246952176094055
9162845,540010478,1626185325,"норвегия россия  ))
",9162800.0,-59780149.0,[],1.0,0.0,0.0,1.0,0.0,[],True,True,,,,,,норвегия это же россия да да конечно,NEUTRAL,0.7442994713783264
9162846,579038704,1626185373,масечка,9162800.0,-59780149.0,[],1.0,0.0,0.0,1.0,0.0,[],True,True,,,,,,масечка,POSITIVE,0.713292121887207
9162847,277970773,1626185395,сбагривать самокат прокат индеец мчаться шашка ездить зря питер штраф стоянка загонять,9162800.0,-59780149.0,[],1.0,2.0,0.0,1.0,0.0,[],True,True,,,,,,сбагрить надо эти самокаты которые на прокат как индейцы мчатся на них ещё и шашками ездят не зря ж их в питере начали ну штрафстоянку загонять,NEUTRAL,0.8011006712913513
9162850,579038704,1626185421,манюнечка,9162800.0,-59780149.0,[],1.0,0.0,0.0,1.0,0.0,[],True,True,,,,,,манюнечка,POSITIVE,0.5435373187065125
9162851,647682361,1626185433,дорожный война,9162800.0,-59780149.0,[],1.0,0.0,0.0,1.0,0.0,[],True,True,,,,,,дорожные войны,NEUTRAL,0.8267368674278259
