id,from_id,date,text,post_id,owner_id,parents_stack,likes.can_like,likes.count,likes.user_likes,likes.can_publish,thread.count,thread.items,thread.can_post,thread.show_reply_button,attachments,deleted,thread.groups_can_post
11805984,493494091,1677679681,Типа по теме пишите?,11805916.0,-59780149.0,[],1.0,1.0,0.0,1.0,0,[],True,True,,,
11805986,574266478,1677679695,👀,11805916.0,-59780149.0,[],1.0,1.0,0.0,1.0,0,[],True,True,,,
11805987,493494091,1677679702,Так мы и говорили о велосипеде,11805916.0,-59780149.0,[],1.0,1.0,0.0,1.0,0,[],True,True,,,
11805988,165021491,1677679705,Чё писать по теме ?,11805916.0,-59780149.0,[],1.0,1.0,0.0,1.0,0,[],True,True,,,
11805989,59924813,1677679706,"Потому что не по теме, ало...",11805916.0,-59780149.0,[],1.0,1.0,0.0,1.0,0,[],True,True,,,
11805990,781634109,1677679708,"Как обычно, пару слов по теме, потом каждый о своём",11805916.0,-59780149.0,[],1.0,2.0,0.0,1.0,0,[],True,True,,,
11805993,448774202,1677679726,Темы же нет. Вот я первая по тебе написала и мой оставили 🤣,11805916.0,-59780149.0,[],1.0,1.0,0.0,1.0,0,[],True,True,,,
11805997,59924813,1677679774,"Бармен, налей всем от меня...
Чаю всем, сегодня добрый я...",11805916.0,-59780149.0,[],1.0,4.0,0.0,1.0,0,[],True,True,,,
11806005,574266478,1677679837,А че там по теме. Совет ведь не спрашивают,11805916.0,-59780149.0,[],1.0,2.0,0.0,1.0,0,[],True,True,,,
11806006,493494091,1677679843,Икай теперь,11805916.0,-59780149.0,[],1.0,1.0,0.0,1.0,0,[],True,True,,,
11806007,574266478,1677679864,Зелёной дороги велосипедистке ✋,11805916.0,-59780149.0,[],1.0,3.0,0.0,1.0,1,"[{'id': 11806020, 'from_id': 695636723, 'date': 1677680207, 'text': '[id574266478|Альби], мерси 💙', 'post_id': 11805916, 'owner_id': -59780149, 'parents_stack': [11806007], 'likes': {'can_like': 1, 'count': 1, 'user_likes': 0, 'can_publish': 1}, 'reply_to_user': 574266478, 'reply_to_comment': 11806007}]",True,True,,,
11806008,451855293,1677679888,Как это комментировать?,11805916.0,-59780149.0,[],1.0,1.0,0.0,1.0,0,[],True,True,,,
11806009,574266478,1677679892,😃,11805916.0,-59780149.0,[],1.0,1.0,0.0,1.0,0,[],True,True,,,
11806010,493494091,1677679898,,11805916.0,-59780149.0,[],1.0,2.0,0.0,1.0,0,[],True,True,"[{'type': 'sticker', 'sticker': {'sticker_id': 84671, 'product_id': 1799, 'images': [{'url': 'https://vk.com/sticker/1-84671-64', 'width': 64, 'height': 64}, {'url': 'https://vk.com/sticker/1-84671-128', 'width': 128, 'height': 128}, {'url': 'https://vk.com/sticker/1-84671-256', 'width': 256, 'height': 256}, {'url': 'https://vk.com/sticker/1-84671-352', 'width': 352, 'height': 352}, {'url': 'https://vk.com/sticker/1-84671-512', 'width': 512, 'height': 512}], 'images_with_background': [{'url': 'https://vk.com/sticker/1-84671-64b', 'width': 64, 'height': 64}, {'url': 'https://vk.com/sticker/1-84671-128b', 'width': 128, 'height': 128}, {'url': 'https://vk.com/sticker/1-84671-256b', 'width': 256, 'height': 256}, {'url': 'https://vk.com/sticker/1-84671-352b', 'width': 352, 'height': 352}, {'url': 'https://vk.com/sticker/1-84671-512b', 'width': 512, 'height': 512}], 'is_allowed': True}}]",,
11806011,448774202,1677679902,Посмеяться,11805916.0,-59780149.0,[],1.0,4.0,0.0,1.0,0,[],True,True,,,
11806012,474500696,1677679995,"А как понять, если встретила дедушку велосипедиста и он показал V",11805916.0,-59780149.0,[],1.0,0.0,0.0,1.0,0,[],True,True,,,
11806013,290189663,1677680006,Один пакетик на толпу,11805916.0,-59780149.0,[],1.0,0.0,0.0,1.0,0,[],True,True,,,
11806017,778384895,1677680093,На меня не обижайтесь,11805916.0,-59780149.0,[],1.0,0.0,0.0,1.0,0,[],True,True,,,
11806018,641346373,1677680101,Ты смелая автор.,11805916.0,-59780149.0,[],1.0,1.0,0.0,1.0,4,"[{'id': 11806022, 'from_id': 695636723, 'date': 1677680267, 'text': '', 'post_id': 11805916, 'owner_id': -59780149, 'parents_stack': [11806018], 'attachments': [{'type': 'sticker', 'sticker': {'sticker_id': 73599, 'product_id': 1554, 'images': [{'url': 'https://sun1-91.userapi.com/y5Q3NymzkJzWEDlFSdMkX0qwTirqRLiWGL-YbQ/jlYLf-pku_c.png', 'width': 64, 'height': 64}, {'url': 'https://sun1-91.userapi.com/y5Q3NymzkJzWEDlFSdMkX0qwTirqRLiWGL-YbQ/jlYLf-pku_c.png', 'width': 128, 'height': 128}, {'url': 'https://sun1-91.userapi.com/y5Q3NymzkJzWEDlFSdMkX0qwTirqRLiWGL-YbQ/jlYLf-pku_c.png', 'width': 256, 'height': 256}, {'url': 'https://sun1-88.userapi.com/aZNORRDJQYQJtHlJMQOHDP8jPz7XpDTp7bMCXQ/DtbOHJ025BI.png', 'width': 352, 'height': 352}, {'url': 'https://sun1-88.userapi.com/aZNORRDJQYQJtHlJMQOHDP8jPz7XpDTp7bMCXQ/DtbOHJ025BI.png', 'width': 512, 'height': 512}], 'images_with_background': [{'url': 'https://sun1-86.userapi.com/DS9EDnhH-5Kzii0NJAKRWPChhgta3bS-OKJt4Q/cyIuiESY-ow.png', 'width': 64, 'height': 64}, {'url': 'https://sun1-86.userapi.com/DS9EDnhH-5Kzii0NJAKRWPChhgta3bS-OKJt4Q/cyIuiESY-ow.png', 'width': 128, 'height': 128}, {'url': 'https://sun1-86.userapi.com/DS9EDnhH-5Kzii0NJAKRWPChhgta3bS-OKJt4Q/cyIuiESY-ow.png', 'width': 256, 'height': 256}, {'url': 'https://sun1-13.userapi.com/yCMttQzqTM-E4a_Z8V4f3TWhu2VUGNPM8mQ5xg/B7--HZ6duDk.png', 'width': 352, 'height': 352}, {'url': 'https://sun1-13.userapi.com/yCMttQzqTM-E4a_Z8V4f3TWhu2VUGNPM8mQ5xg/B7--HZ6duDk.png', 'width': 512, 'height': 512}], 'is_allowed': True, 'render': {'id': '45987c5fd080c26319dfc536ae8515db', 'images': [{'url': 'https://sun1-86.userapi.com/DS9EDnhH-5Kzii0NJAKRWPChhgta3bS-OKJt4Q/cyIuiESY-ow.png', 'width': 256, 'height': 256, 'theme': 'dark'}, {'url': 'https://sun1-91.userapi.com/y5Q3NymzkJzWEDlFSdMkX0qwTirqRLiWGL-YbQ/jlYLf-pku_c.png', 'width': 256, 'height': 256, 'theme': 'light'}, {'url': 'https://sun1-88.userapi.com/aZNORRDJQYQJtHlJMQOHDP8jPz7XpDTp7bMCXQ/DtbOHJ025BI.png', 'width': 512, 'height': 512, 'theme': 'light'}, {'url': 'https://sun1-13.userapi.com/yCMttQzqTM-E4a_Z8V4f3TWhu2VUGNPM8mQ5xg/B7--HZ6duDk.png', 'width': 512, 'height': 512, 'theme': 'dark'}], 'is_stub': False, 'is_rendering': False}, 'vmoji': {'character_id': 'cead45a181dbee2010e471d292392d76'}}}], 'likes': {'can_like': 1, 'count': 1, 'user_likes': 0, 'can_publish': 1}, 'reply_to_user': 641346373, 'reply_to_comment': 11806018}, {'id': 11806113, 'from_id': 641346373, 'date': 1677684044, 'text': '[id695636723|Ярослава], я и не знала что ты из Кизляра , я тоже рядом живу.', 'post_id': 11805916, 'owner_id': -59780149, 'parents_stack': [11806018], 'likes': {'can_like': 1, 'count': 0, 'user_likes': 0, 'can_publish': 1}, 'reply_to_user': 695636723, 'reply_to_comment': 11806022}, {'id': 11806133, 'from_id': 695636723, 'date': 1677684303, 'text': '[id641346373|Faina], я в самом городе живу)', 'post_id': 11805916, 'owner_id': -59780149, 'parents_stack': [11806018], 'likes': {'can_like': 1, 'count': 0, 'user_likes': 0, 'can_publish': 1}, 'reply_to_user': 641346373, 'reply_to_comment': 11806113}, {'id': 11806139, 'from_id': 641346373, 'date': 1677684338, 'text': 'Да , я поняла)', 'post_id': 11805916, 'owner_id': -59780149, 'parents_stack': [11806018], 'likes': {'can_like': 1, 'count': 0, 'user_likes': 0, 'can_publish': 1}, 'reply_to_user': 695636723, 'reply_to_comment': 11806133}]",True,True,,,
11806024,731096264,1677680336,Никогда не видела на велике девушку в хиджабе.,11805916.0,-59780149.0,[],1.0,1.0,0.0,1.0,1,"[{'id': 11806028, 'from_id': 695636723, 'date': 1677680509, 'text': '[id731096264|Linda], могу показать 😂', 'post_id': 11805916, 'owner_id': -59780149, 'parents_stack': [11806024], 'likes': {'can_like': 1, 'count': 0, 'user_likes': 0, 'can_publish': 1}, 'reply_to_user': 731096264, 'reply_to_comment': 11806024}]",True,True,,,
11806026,756034795,1677680461,"Сегодня день скачкек с барьерами? Главное не количество админ, а качество тем, постов.",11805916.0,-59780149.0,[],1.0,0.0,0.0,1.0,1,"[{'id': 11806076, 'from_id': 333396706, 'date': 1677682993, 'text': '[id756034795|Dai], присылай качественные посты', 'post_id': 11805916, 'owner_id': -59780149, 'parents_stack': [11806026], 'likes': {'can_like': 1, 'count': 0, 'user_likes': 0, 'can_publish': 1}, 'reply_to_user': 756034795, 'reply_to_comment': 11806026}]",True,True,,,
11806054,542175377,1677681294,,11805916.0,-59780149.0,[],1.0,0.0,0.0,1.0,0,[],True,True,"[{'type': 'sticker', 'sticker': {'sticker_id': 73181, 'product_id': 1544, 'images': [{'url': 'https://vk.com/sticker/1-73181-64', 'width': 64, 'height': 64}, {'url': 'https://vk.com/sticker/1-73181-128', 'width': 128, 'height': 128}, {'url': 'https://vk.com/sticker/1-73181-256', 'width': 256, 'height': 256}, {'url': 'https://vk.com/sticker/1-73181-352', 'width': 352, 'height': 352}, {'url': 'https://vk.com/sticker/1-73181-512', 'width': 512, 'height': 512}], 'images_with_background': [{'url': 'https://vk.com/sticker/1-73181-64b', 'width': 64, 'height': 64}, {'url': 'https://vk.com/sticker/1-73181-128b', 'width': 128, 'height': 128}, {'url': 'https://vk.com/sticker/1-73181-256b', 'width': 256, 'height': 256}, {'url': 'https://vk.com/sticker/1-73181-352b', 'width': 352, 'height': 352}, {'url': 'https://vk.com/sticker/1-73181-512b', 'width': 512, 'height': 512}], 'is_allowed': True}}]",,
11806056,429148031,1677681436,"ой,как я хочу велосипед",11805916.0,-59780149.0,[],1.0,0.0,0.0,1.0,0,[],True,True,,,
11806057,429148031,1677681451,,11805916.0,-59780149.0,[],1.0,0.0,0.0,1.0,0,[],True,True,"[{'type': 'sticker', 'sticker': {'sticker_id': 80953, 'product_id': 1717, 'images': [{'url': 'https://vk.com/sticker/1-80953-64', 'width': 64, 'height': 64}, {'url': 'https://vk.com/sticker/1-80953-128', 'width': 128, 'height': 128}, {'url': 'https://vk.com/sticker/1-80953-256', 'width': 256, 'height': 256}, {'url': 'https://vk.com/sticker/1-80953-352', 'width': 352, 'height': 352}, {'url': 'https://vk.com/sticker/1-80953-512', 'width': 512, 'height': 512}], 'images_with_background': [{'url': 'https://vk.com/sticker/1-80953-64b', 'width': 64, 'height': 64}, {'url': 'https://vk.com/sticker/1-80953-128b', 'width': 128, 'height': 128}, {'url': 'https://vk.com/sticker/1-80953-256b', 'width': 256, 'height': 256}, {'url': 'https://vk.com/sticker/1-80953-352b', 'width': 352, 'height': 352}, {'url': 'https://vk.com/sticker/1-80953-512b', 'width': 512, 'height': 512}], 'is_allowed': True}}]",,
11806058,59924813,1677681685,"Очень интересно, что будет в конце...",11805916.0,-59780149.0,[],1.0,0.0,0.0,1.0,0,[],True,True,,,
11806060,59924813,1677681713,"Таксист такой идиот...
Начал в догонялки играть...",11805916.0,-59780149.0,[],1.0,0.0,0.0,1.0,2,"[{'id': 11806064, 'from_id': 512849073, 'date': 1677682508, 'text': '[id59924813|Варвара], по шее дай да ему , он просто в восторге от тебя', 'post_id': 11805916, 'owner_id': -59780149, 'parents_stack': [11806060], 'likes': {'can_like': 1, 'count': 0, 'user_likes': 0, 'can_publish': 1}, 'reply_to_user': 59924813, 'reply_to_comment': 11806060}, {'id': 11806065, 'from_id': 59924813, 'date': 1677682536, 'text': '[id512849073|Руслан], я его поругала...', 'post_id': 11805916, 'owner_id': -59780149, 'parents_stack': [11806060], 'likes': {'can_like': 1, 'count': 1, 'user_likes': 0, 'can_publish': 1}, 'reply_to_user': 512849073, 'reply_to_comment': 11806064}]",True,True,,,
11806061,366884372,1677681853,"Уже писали, твою ж лево на право как тебе не стыдно покрытая девушка на велике гонять ?",11805916.0,-59780149.0,[],1.0,0.0,0.0,1.0,1,"[{'id': 11806070, 'from_id': 695636723, 'date': 1677682832, 'text': '[id366884372|Лейла], ещё не писали, жду 😃', 'post_id': 11805916, 'owner_id': -59780149, 'parents_stack': [11806061], 'likes': {'can_like': 1, 'count': 0, 'user_likes': 0, 'can_publish': 1}, 'reply_to_user': 366884372, 'reply_to_comment': 11806061}]",True,True,,,
11806063,432726649,1677682183,"Как мы Рады за вас автор, мы бы без этой инфы жить не смогли",11805916.0,-59780149.0,[],1.0,4.0,0.0,1.0,0,[],True,True,,,
11806066,777983958,1677682640,О чём пост?,11805916.0,-59780149.0,[],1.0,0.0,0.0,1.0,0,[],True,True,,,
11806069,739884381,1677682802,Смело 😺,11805916.0,-59780149.0,[],1.0,0.0,0.0,1.0,0,[],True,True,,,
11806085,674692572,1677683315,Как ты могла ты позоришь всех,11805916.0,-59780149.0,[],1.0,1.0,0.0,1.0,0,[],True,True,,,
11806196,777364941,1677685080,Пост Тинто Брасса,11805916.0,-59780149.0,[],1.0,0.0,0.0,1.0,0,[],True,True,,,
11806227,585813559,1677686247,"Очень люблю кататься на велике, ощущение свободы, полета что ли...) Светит солнце, зелень, а ты крутишь педалиии))Ммм",11805916.0,-59780149.0,[],1.0,2.0,0.0,1.0,2,"[{'id': 11807438, 'from_id': 674692572, 'date': 1677700150, 'text': '[id585813559|Фарида], позор', 'post_id': 11805916, 'owner_id': -59780149, 'parents_stack': [11806227], 'likes': {'can_like': 1, 'count': 0, 'user_likes': 0, 'can_publish': 1}, 'reply_to_user': 585813559, 'reply_to_comment': 11806227}, {'id': 11808409, 'from_id': 585813559, 'date': 1677722274, 'text': '[id674692572|Леван], вай вай))', 'post_id': 11805916, 'owner_id': -59780149, 'parents_stack': [11806227], 'likes': {'can_like': 1, 'count': 0, 'user_likes': 0, 'can_publish': 1}, 'reply_to_user': 674692572, 'reply_to_comment': 11807438}]",True,True,,,
11807105,535151884,1677697421,"В смысле, а что в Дагестане женщины не катаются на велосипеде???",11805916.0,-59780149.0,[],1.0,0.0,0.0,1.0,0,[],True,True,,,
9162802,179867488,1626184856,.,9162800.0,-59780149.0,[],1.0,0.0,0.0,1.0,0,[],True,True,,,
9162803,179867488,1626184869,🥱,9162800.0,-59780149.0,[],1.0,0.0,0.0,1.0,0,[],True,True,,,
9162807,588401619,1626184919,Так вот,9162800.0,-59780149.0,[],1.0,0.0,0.0,1.0,0,[],True,True,,,
